prompt_tokens,completion_tokens,total_tokens
5755,97,5852
5346,342,5688
5755,97,5852
5346,342,5688
5346,342,5688
5346,342,5688
5346,342,5688
5346,342,5688
5346,72,5418
5346,72,5418
5755,97,5852
5755,97,5852
5755,97,5852
5755,97,5852
5755,97,5852
5690,342,6032
6099,97,6196
5690,342,6032
6099,97,6196
5690,342,6032
6099,97,6196
5690,342,6032
6099,97,6196
5690,342,6032
6099,97,6196
5690,342,6032
5690,342,6032
5690,342,6032
5690,342,6032
6099,97,6196
5690,72,5762
6099,97,6196
6099,97,6196
6099,97,6196
5690,342,6032
6099,97,6196
6034,342,6376
6443,97,6540
6034,342,6376
6443,97,6540
6034,342,6376
6443,97,6540
6034,342,6376
6443,97,6540
6034,342,6376
6034,72,6106
6443,97,6540
6034,342,6376
6034,342,6376
6034,342,6376
6034,72,6106
6034,342,6376
6443,97,6540
6034,342,6376
6443,97,6540
6034,141,6175
6443,97,6540
6443,97,6540
6443,97,6540
6378,342,6720
6378,72,6450
6787,97,6884
6378,342,6720
6787,97,6884
6378,342,6720
6787,97,6884
6378,342,6720
6378,72,6450
6378,72,6450
6787,97,6884
6378,342,6720
6787,97,6884
6378,342,6720
6378,342,6720
6378,141,6519
6378,342,6720
6378,72,6450
6378,342,6720
6378,342,6720
6787,97,6884
6378,72,6450
6378,72,6450
6378,72,6450
6378,72,6450
6787,97,6884
6787,97,6884
6787,97,6884
6787,97,6884
6722,342,7064
7131,97,7228
6722,342,7064
6722,72,6794
6722,72,6794
6722,72,6794
7131,97,7228
6722,342,7064
7131,97,7228
6722,342,7064
7131,97,7228
6722,342,7064
7131,97,7228
6722,342,7064
6722,342,7064
6722,72,6794
7131,97,7228
7131,97,7228
6722,342,7064
6722,342,7064
6722,342,7064
6722,72,6794
6722,72,6794
6722,72,6794
7131,97,7228
7131,97,7228
7131,97,7228
7066,342,7408
7066,72,7138
7066,72,7138
7475,97,7572
7066,342,7408
7066,141,7207
7066,72,7138
7066,72,7138
7475,97,7572
7066,342,7408
7066,208,7274
7475,97,7572
7066,342,7408
7066,72,7138
7066,72,7138
7475,97,7572
7066,342,7408
7475,97,7572
7066,342,7408
7066,342,7408
7066,342,7408
7475,97,7572
7475,97,7572
7066,72,7138
7066,342,7408
7475,97,7572
7475,97,7572
7066,342,7408
7066,72,7138
7475,97,7572
7410,342,7752
7410,72,7482
7410,72,7482
7819,97,7916
7410,342,7752
7819,97,7916
7410,342,7752
7819,97,7916
7410,342,7752
7819,97,7916
7410,342,7752
7819,97,7916
7410,342,7752
7410,342,7752
7410,342,7752
7819,97,7916
7410,342,7752
7410,342,7752
7410,72,7482
7819,97,7916
7410,72,7482
7819,97,7916
7410,72,7482
7819,97,7916
7819,97,7916
